place,description,category,price,latitude,longitude
Puncak Kebun Buah Mangunan,"Vacationing in the mountains is indeed fun. You can enjoy the cool air and beautiful scenery from the top of the hills. This kind of tourism can be enjoyed in Bantul, precisely at Kebun Buah Mangunan. Luckily, Jogja is blessed with such beautiful natural scenery. There are beaches, mountains, hills, as well as very interesting cities and cultures. Kebun Buah Mangunan is present as a tourist attraction that is very interesting for tourists. Especially in the morning, the view is like a land above the clouds.",Taman Hiburan,5000,-7.9413718,110.4247345
Desa Wisata Gamplong,"Gamplong Tourism Village is a weaving craft tourism village located in Gamplong Hamlet, Sumber Rahayu Village, Moyudan District, Sleman Regency, Yogyakarta. This tourist village located in the west of Yogyakarta City is quite interesting for tourists to visit, especially because there is still a traditional weaving craft industry using Non-Machine Weaving Tools (ATBM). With ATBM, the Gamplong artisan community is able to produce woven fabrics as stagen materials (long cloth to wrap around a woman's stomach). In addition to weaving crafts, artisans are also able to produce woven crafts for souvenirs.",Taman Hiburan,10000,-7.8055232,110.2374676
Kawasan Wisata Sosrowijayan,"Sosrowijayan tourist spot has been known as the Caucasian Village Tour, its location is in the center of Yogyakarta city so that almost every day in this location there are many visitors who are very crowded. For those of you who want to visit here, you must use a vehicle because from the direction of Tugu station you only need to walk for 200 meters then you will immediately find the Sosrowijayan area which has a sign, namely a Small Road to the West with the same name. The unique Sosrowijayan tour divides two areas, namely Sosrowijayan Wetan and Sosrowijayan Kulon and becomes the connecting road Jogonegaran and Jalan Malioboro. However, for Sosrowijayan Wetan which is currently famous all over the world and is known as the second tourist village in Yogyakarta after Prawirotaman. Because it is called the Caucasian Village, here you will also see many tourists from abroad who enjoy the night atmosphere in Yogyakarta. You can also see two rotten fruits like those in the Prawirotaman area when entering and first. In this area, there are many books sold, such as English novels, small Indonesian books, and several quality books that will certainly provide education for their readers.",Pusat Perbelanjaan,0,-7.7916235,110.361956
Grojogan Watu Purbo Bangunrejo,"The tourist attraction is Grojogan Watu Purbo which is located in Bangunrejo, Merdikorejo, Tempel District. The tourist attraction has been quite popular among tourists for the past year because it has exotic views in the form of a waterfall that has six levels. Tourists who come on average use the waterfall as a backdrop for selfies because the view is considered instagrammable. Grojokan Watu Purbo is precisely located on the Kali Krisak flow, which is the path of cold lava flowing from Mount Merapi. The view of this area is exotic because it is surrounded by lush trees and expanses of rice fields. The emergence of this waterfall or grojogan comes from six dams with varying heights of no more than 10 meters.",Taman Hiburan,10000,-7.6340172,110.33837
Wisata Alam Kalibiru,"Kalibiru is actually the name of a forest that is currently being developed into a natural tourist spot. Kalibiru Forest has an altitude of 450 meters above sea level and is a fertile hilly area. The air temperature in this place is very cool. Kalibiru is managed by the government and local people as a natural and educational tourism. There are many things that can be obtained there, including outbound, lodging, and several spots to find contemporary photos. There is also a trekking route that can also be used as a camping location.",Cagar Alam,20000,-7.8057305,110.127969
Jogja Exotarium,"In Yogyakarta, precisely in Sleman, there is one educational tourist spot that is worth visiting. Its name is Jogja Exotarium — sounds unique, right? But actually, this place is a small-scale zoo. The animal collection is diverse and can be interacted with directly",Taman Hiburan,20000,-7.7280356,110.3591712
Puncak Gunung Api Purba - Nglanggeran,"Mount Nglanggeran is a mountain in the Special Region of Yogyakarta, Indonesia. This mountain is an ancient volcano that was formed around 0.6-70 million years ago or has a tertiary age (Oligo-Miocene). Mount Nglanggeran has very distinctive rocks because they are dominated by agglomerates and volcanic breccias. This mountain is located in Nglanggeran Village, Patuk District, Gunung Kidul Regency which is located in the Baturagung Mountains.",Cagar Alam,10000,-7.841253,110.543056
Bendung Lepen,"Lepen Dam itself used to be an irrigation channel that was not as clean as it is today. Previously, this place was a dirty irrigation channel accompanied by an unkempt village park. However, the awareness of young people about environmental cleanliness changed the river (river/lepen) which was originally so dirty into a tourist spot that many people like. Lepen Dam is now beautiful and filled with tilapia and gourami fish. If it used to be just an unkempt and dirty tourist park, now Lepen Dam is a comfortable tourist destination to visit with family. Even during the COVID-19 pandemic, Lepen Dam has no shortage of enthusiasts. There are still many children who enjoy the sunset happily while feeding the fish in the river. Of course accompanied by their parents who can also feast their eyes on the clear water flow with colorful fish swimming in the river. In addition, there are also many young people who sit in the park while enjoying the cool afternoon air accompanied by a glass of iced tea.",Taman Hiburan,0,-7.8316668,110.3945119
Bunker Kaliadem Merapi,"Kaliadem Bunker is a tourist attraction located on the southern slope of Mount Merapi. This tourist destination holds many traces of the mountain's eruptions, especially in 2006 and 2010. The phenomenal location is at an altitude of more than 2,000 meters above sea level. Located in Sleman Regency, tourists are invited to witness the majesty of Merapi from a distance of five kilometers. This area combines the history, beauty and uniqueness of Mount Merapi with its volcanic phenomena.",Cagar Alam,3000,-7.5829198,110.4476816
Ledok Sambi,"Ledok Sambi tourist village is a village that has a natural nuance of Jogja, which is located close to Mount Merapi or is located on Jl. Kaliurang Km. 19.2 Sambi Hamlet, Pakembinangun Village, Pakem District, Sleman Regency, Special Region of Yogyakarta. The beautiful natural scenery can provide coolness, freshness and peace of mind. As far as the eye can see in this tourist village, you will be presented with a vast expanse of natural and beautiful rice fields and also green and shady trees and the clarity of the water owned by the Ledok Sambi Tourist Village area. The spacious traditional houses of Jogja are used as a place to play while enjoying the cool air that soothes the heart, soul and mind.",Cagar Alam,0,-7.6470943,110.4280998
Seribu Batu Songgo Langit,"The name Seribu Batu Songgo Langit has its own meaning. Before becoming a tourist spot, there were hundreds or even thousands of stones and of course a pine forest at this location. Songgo langit means sky support, this is because in Seribu Baru Songgo Langit there is a hill that seems to be a pillar of the sky. Seribu Batu Songgo Langit is a tourist spot in the Dlingo area that offers various tourist attractions, but most of them are photo spots. The photo spots at Seribu Batu are almost all anti-mainstream. You will find several photo spots in four parts at this tourist spot. Entering the gate of Seribu Batu Songgo Langit, you are required to go down a wooden staircase to reach the first spot. This first spot offers a fairy tale house of a thousand woods. This spot is in the form of small houses that resemble dwarf houses in fairy tales. There are seven dwarf houses arranged in a cone shape so that they will create a good photo angle.",Cagar Alam,2000,-7.9310984,110.430919
Goa Jomblang,"Jomblang Cave is a vertical cave of the collapse doline type. This cave was formed due to the geological process of the collapse of the land and vegetation above it to the bottom of the earth that occurred thousands of years ago. This collapse formed a sinkhole or well which in Javanese is known as luweng. That is what makes it unique because inside the cave there is a cave mouth area of ​​about 50 meters which is often called Luweng Jomblang. Jomblang Cave is located in Gunungkidul Regency, DI Yogyakarta. Currently, Jomblang Cave is a place for ancient plant conservation and has been developed into a special interest tourist attraction which is managed by local residents or residents. To descend this vertical cave, the management has provided complete equipment according to the safety standards for caving in vertical caves. The sunlight that penetrates from the 90-meter-high Luweng Grubug forms a pillar of light, illuminating the beautiful flowstone and the pitch-black depths of the cave. Water dripping from a height also beautifies the scenery. It is not wrong if many people are amazed to come here when they see the natural painting known as ""heavenly light"".",Cagar Alam,500000,-8.0281562,110.6383307
Desa Wisata Rumah Domes/Teletubbies,"The Teletubbies village area has attracted the attention of various media, making tourists flock there. Until now, this area has become a unique tourist attraction in Jogja that is interesting to visit. For friends of datawisata who are on vacation or domiciled in Yogyakarta and its surroundings, try to feel the sensation of this unique tour, at least it can be used as a photo collection that carries cool instagenic spots. Initially, the Rumah Domes tourist attraction was a form of assistance from NGOs, at that time Yogyakarta was hit by a natural disaster, an earthquake. In Nglepen village, there are at least 80 buildings carrying a complete dome house design along with facilities such as food stalls, public toilets, parking areas, places of worship, health houses and village halls that are often used when there are celebrations or cultural events. This Sumberharjo tourist village has an area of ​​approximately 2 hectares and the buildings were built since 2006. Apart from being called the Teletubbies village, the settlement there is also often called New Nglepen.",Taman Hiburan,5000,-7.8136085,110.5033442
